site,ENVIRONMENT,SOCIOECONOMIC,CHRONOLOGY,USI,elevation,species,part,sex,age,carbon,oxygen,nitrogen
Karatugai,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZ097,,human,,,,-17.7,,14
Karatugai,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZ096,,human,,,,-18.4,,12.8
Kent,A - SEMI-ARID STEPPE,URBAN,IRON AGE,KZ104,925,human,,,,-16,,13.5
Kopa-1,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ061,,human,,,,-18.3,,12.5
Kudryavaya Sopka-1,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZ085,,human,,,,-18.4,,15.7
Kudryavaya Sopka-1,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZ075,,human,,,,-18.1,,15.3
Kyzyl,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZ092,,human,,,,-16.8,,13
Kyzylkol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ084,,human,,,,-18.4,,14.4
Kyzylkol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ083,,human,,,,-19.2,,13.2
Kyzylkol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ082,,human,,,,-18.9,,13
Kyzylkol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ081,,human,,,,-18.8,,13.4
Kyzylkol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ080,,human,,,,-18.4,,15.1
Kyzylkol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ079,,human,,,,-18.9,,13.1
Kyzylkol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ078,,human,,,,-18.3,,13.8
Kyzylkol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ077,,human,,,,-18.2,,14
Nurataldy-1,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ027,,human,,,,-18.6,,14.3
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ090,,human,,,,-18.3,,12.5
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ089,,human,,,,-18,,12.9
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ088,,human,,,,-18.7,,12.9
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ073,,human,,,,-18.2,,13.1
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ072,,human,,,,-18.7,,12.6
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ071,,human,,,,-18.2,,14.9
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ070,,human,,,,-18.3,,14
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ069,,human,,,,-18.1,,14.7
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ068,,human,,,,-18.9,,12.7
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ067,,human,,,,-18.2,,13.6
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ049,,human,,,,-18.5,,13
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ048,,human,,,,-18.5,,13.3
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ047,,human,,,,-18.6,,13.8
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ046,,human,,,,-18.7,,13.1
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ045,,human,,,,-18.7,,12.6
Tasyrbai,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ066,,human,,,,-18.6,,11.4
Tasyrbai,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ053,,human,,,,-15.7,,17.7
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ103,,human,,,,-18.9,,13
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ026,,human,,,,-18.3,,12.8
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ025,,human,,,,-16.4,,13
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ024,,human,,,,-18.1,,12.9
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ023,,human,,,,-17.7,,13.7
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ021,,human,,,,-18.3,,14.1
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ020,,human,,,,-18.6,,12.9
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ019,,human,,,,-17.9,,13.2
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ018,,human,,,,-18.1,,15.5
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ017,,human,,,,-19.1,,11.8
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ016,,human,,,,-18.9,,12.6
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ015,,human,,,,-18.4,,12.1
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ013,,human,,,,-18.1,,12.9
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ012,,human,,,,-18.4,,12.9
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ011,,human,,,,-18.1,,12.7
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ010,,human,,,,-18.6,,11.9
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ009,,human,,,,-17.4,,13.3
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ008,,human,,,,-18.3,,12.8
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ007,,human,,,,-18.5,,12.1
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ005,,human,,,,-18.3,,13.7
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ004,,human,,,,-18.1,,12.7
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ003,,human,,,,-18.5,,12.7
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ002,,human,,,,-18.3,,13.4
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ001,,human,,,,-17.9,,13.3
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZ095,,human,,,,-18.2,,14.1
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZ014,,human,,,,-17.3,,14.1
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ094,,human,,,,-17.6,,13.3
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZ093,,human,,,,-18.8,,12.7
Zhartas,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZ101,,human,,,,-18.6,,14.5
Firsovo-11,D - MOUNTAIN/FOREST STEPPE,,IRON AGE,Al_30,,human,,,,-15.3,,11.5
Firsovo-14,D - MOUNTAIN/FOREST STEPPE,,BRONZE AGE,Al_44,,human,,,,-19.3,,10.5
Firsovo-14,D - MOUNTAIN/FOREST STEPPE,,BRONZE AGE,Al_43,,human,,,,-19.1,,11.3
Firsovo-14,D - MOUNTAIN/FOREST STEPPE,,BRONZE AGE,Al_42,,human,,,,-19.4,,10.9
Firsovo-14,D - MOUNTAIN/FOREST STEPPE,,BRONZE AGE,Al_41,,human,,,,-19.8,,11.4
Firsovo-14,D - MOUNTAIN/FOREST STEPPE,,BRONZE AGE,Al_40,,human,,,,-19.9,,10.6
Kamennyi Ambar-5,B - FOREST STEPPE,NOMADIC,BRONZE AGE,14248,,human,,,,-17.6,,14.4
Kamennyi Ambar-5,B - FOREST STEPPE,NOMADIC,BRONZE AGE,14247,,human,,,,-17.2,,14.7
Kamennyi Ambar-5,B - FOREST STEPPE,NOMADIC,BRONZE AGE,14245,,human,,,,-17.1,,13.6
Kamennyi Ambar-5,B - FOREST STEPPE,NOMADIC,BRONZE AGE,14244,,human,,,,-17.4,,15.1
Kamennyi Ambar-5,B - FOREST STEPPE,NOMADIC,BRONZE AGE,14243,,human,,,,-17.5,,15.1
Kamennyi Ambar-5,B - FOREST STEPPE,NOMADIC,BRONZE AGE,14242,,human,,,,-17.2,,13.1
Kulevchi-6,B - FOREST STEPPE,,BRONZE AGE,14237,,human,,,,-19.1,,13.1
Kulevchi-6,B - FOREST STEPPE,,BRONZE AGE,14236,,human,,,,-18.6,,12.7
Kulevchi-6,B - FOREST STEPPE,,BRONZE AGE,14235,,human,,,,-18.5,,12.7
Peschanka-1,B - FOREST STEPPE,,BRONZE AGE,14234,,human,,,,-19.6,,11.1
Peschanka-1,B - FOREST STEPPE,,BRONZE AGE,14233,,human,,,,-19,,11.2
Sintashta,B - FOREST STEPPE,,BRONZE AGE,14254,,human,,,,-18,,13.3
Ust'e,B - FOREST STEPPE,,BRONZE AGE,14223,,human,,,,-18.6,,12
Ust'e,B - FOREST STEPPE,,BRONZE AGE,14222,,human,,,,-18.2,,10.5
Ust'e,B - FOREST STEPPE,,BRONZE AGE,14221,,human,,,,-18.9,,10.4
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 9,,human,,,,-19.3,,11.5
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 8,,human,,,,-18.2,,11.2
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 7,,human,,,,-18.9,,10.5
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 6,,human,,,,-18.3,,11.6
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 5,,human,,,,-19.2,,10.3
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 4,,human,,,,-19.3,,10.5
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 3,,human,,,,-18.9,,10.3
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 2,,human,,,,-19.1,,9.7
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 14,,human,,,,-19.2,,10.8
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 13,,human,,,,-19.3,,11.2
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 12,,human,,,,-18.9,,11.7
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 11,,human,,,,-19.1,,10.6
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 10,,human,,,,-19.2,,9.5
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 1,,human,,,,-18,,11.8
Gayovsky-1,B - FOREST STEPPE,,IRON AGE,GAY 7,,human,,,,-20.3,,12
Gayovsky-1,B - FOREST STEPPE,,IRON AGE,GAY 6,,human,,,,-20.3,,11
Gayovsky-1,B - FOREST STEPPE,,IRON AGE,GAY 5,,human,,,,-20.6,,12.4
Gayovsky-1,B - FOREST STEPPE,,IRON AGE,GAY 4,,human,,,,-20,,11.4
Gayovsky-1,B - FOREST STEPPE,,IRON AGE,GAY 3,,human,,,,-21.5,,12.8
Gayovsky-1,B - FOREST STEPPE,,IRON AGE,GAY 1,,human,,,,-20.7,,12.7
Isiney-1,B - FOREST STEPPE,,BRONZE AGE,ISI 6,,human,,,,-18.8,,11.6
Isiney-1,B - FOREST STEPPE,,BRONZE AGE,ISI 5,,human,,,,-20.3,,11.4
Isiney-1,B - FOREST STEPPE,,BRONZE AGE,ISI 4,,human,,,,-18.4,,11.9
Isiney-1,B - FOREST STEPPE,,BRONZE AGE,ISI 3,,human,,,,-19.1,,10.5
Isiney-1,B - FOREST STEPPE,,BRONZE AGE,ISI 2,,human,,,,-18.8,,11.3
Isiney-1,B - FOREST STEPPE,,BRONZE AGE,ISI 1,,human,,,,-18.8,,11.6
Kizil,D - MOUNTAIN/FOREST STEPPE,,IRON AGE,KZ 3a,,human,,,,-19,,10.2
Kurtuguz-1,B - FOREST STEPPE,,IRON AGE,KUR 9,,human,,,,-20.3,,14.3
Kurtuguz-1,B - FOREST STEPPE,,IRON AGE,KUR 8,,human,,,,-21.4,,13
Kurtuguz-1,B - FOREST STEPPE,,IRON AGE,KUR 7,,human,,,,-21.6,,13
Kurtuguz-1,B - FOREST STEPPE,,IRON AGE,KUR 6,,human,,,,-17.5,,12.6
Kurtuguz-1,B - FOREST STEPPE,,IRON AGE,KUR 5,,human,,,,-19.8,,12.7
Kurtuguz-1,B - FOREST STEPPE,,IRON AGE,KUR 4,,human,,,,-17.9,,12.9
Kurtuguz-1,B - FOREST STEPPE,,IRON AGE,KUR 10,,human,,,,-18.1,,11.7
Murzino-1,B - FOREST STEPPE,,LATE ANTIQUITY,MUR 7.00,,human,,,,-21,,12.4
Murzino-1,B - FOREST STEPPE,,LATE ANTIQUITY,MUR 6.00,,human,,,,-20.9,,14.9
Murzino-1,B - FOREST STEPPE,,LATE ANTIQUITY,MUR 5.00,,human,,,,-22.8,,13.4
Murzino-1,B - FOREST STEPPE,,LATE ANTIQUITY,MUR 4.00,,human,,,,-20.4,,13
Murzino-1,B - FOREST STEPPE,,LATE ANTIQUITY,MUR 2.00,,human,,,,-21.1,,12.1
Murzino-1,B - FOREST STEPPE,,LATE ANTIQUITY,MUR 1.00,,human,,,,-20.5,,12.5
Pobeda,B - FOREST STEPPE,,IRON AGE,POB 8,,human,,,,-18.8,,12.6
Pobeda,B - FOREST STEPPE,,IRON AGE,POB 7,,human,,,,-18.8,,12.4
Pobeda,B - FOREST STEPPE,,IRON AGE,POB 6,,human,,,,-18.7,,13.1
Pobeda,B - FOREST STEPPE,,IRON AGE,POB 5,,human,,,,-18.4,,13
Pobeda,B - FOREST STEPPE,,IRON AGE,POB 4,,human,,,,-18.3,,12.6
Pobeda,B - FOREST STEPPE,,IRON AGE,POB 2,,human,,,,-17.9,,13.8
Pobeda,B - FOREST STEPPE,,IRON AGE,POB 1,,human,,,,-18,,13
Sebystei,D - MOUNTAIN/FOREST STEPPE,,IRON AGE,SEB 96 K2a,,human,,,,-18.1,,13.2
Sebystei,D - MOUNTAIN/FOREST STEPPE,,IRON AGE,SEB 96 K1b,,human,,,,-18.1,,11.7
Shaidurikha,B - FOREST STEPPE,,IRON AGE,SHA 5,,human,,,,-20,,12.4
Shaidurikha,B - FOREST STEPPE,,IRON AGE,SHA 4,,human,,,,-19.1,,12.1
Shaidurikha,B - FOREST STEPPE,,IRON AGE,SHA 3,,human,,,,-20.6,,12
Shaidurikha,B - FOREST STEPPE,,IRON AGE,SHA 2,,human,,,,-19.9,,12.8
Shaidurikha,B - FOREST STEPPE,,IRON AGE,SHA 1,,human,,,,-19.9,,11.9
Skaty-1,B - FOREST STEPPE,,IRON AGE,SKA 3,,human,,,,-20.2,,11.1
Skaty-1,B - FOREST STEPPE,,IRON AGE,SKA 2,,human,,,,-19.6,,10.8
Solonchanka-2,B - FOREST STEPPE,,IRON AGE,SOLII 3,,human,,,,-18.2,,13.3
Solonchanka-2,B - FOREST STEPPE,,IRON AGE,SOLII 1,,human,,,,-18.1,,14.6
Staraya Mel'nitsa,B - FOREST STEPPE,,IRON AGE,STA 1,,human,,,,-18.1,,14.6
Varnenskiye,B - FOREST STEPPE,,IRON AGE,VAR 1,,human,,,,-19.1,,10.9
Akbeit ,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28351,,human,,,child,-17.3,,15.4
Akbeit ,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23670,,human,,,,-17.7,,15
Ak-Moustafa,A - SEMI-ARID STEPPE,,BRONZE AGE,PSUAMS-2496,,human,,,,-18.2,,15.1
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2608,411,human,,,,-16.9,,15.5
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2607,411,human,,,,-17.5,,14.9
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2511,411,human,,,,-16.3,,14.8
Aktogai,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2124,411,human,,,,-17,,15.8
"Dali, Byan Zherek",E - ARID/MOUNTAIN STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2071,1500,human,,,,-17.8,,13
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-3099,,human,,,,-18.1,,15.6
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2991,,human,,,,-17.2,,15.7
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2961,,human,,,,-18.4,,15.3
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2939,,human,,,,-18,,15.3
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2913,,human,,,,-17.2,,16.1
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2913,,human,,,,-18.1,,13.9
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2546,,human,,,,-17.5,,14.9
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2545,,human,,,,-17.5,,14.6
Kairan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2543,,human,,,,-18.1,,15.3
Karagash-2,A - SEMI-ARID STEPPE,,BRONZE AGE,PSUAMS-2611,,human,,,,-18.3,,14.3
Karagash-2,A - SEMI-ARID STEPPE,,BRONZE AGE,PSUAMS-2123,,human,,,,-18.8,,13.9
Karagash-2,A - SEMI-ARID STEPPE,,BRONZE AGE,PSUAMS-2122,,human,,,,-18.1,,13.9
Kazakh Mys,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2962,,human,,,,-16.4,,16.1
Kazakh Mys,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2915,,human,,,,-16,,12.8
Kazakh Mys,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2612,,human,,,,-17.9,,14.7
Kazakh Mys,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2544,,human,,,,-14.1,,13.5
Kyzyl-Bulak-1,E - ARID/MOUNTAIN STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2963,,human,,,,-16.5,,12.6
Kyzyl-Bulak-1,E - ARID/MOUNTAIN STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2613,,human,,,,-18.8,,10.8
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2942,,human,,,,-18.7,,11.9
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2921,,human,,,,-18.4,,11.5
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2980,,human,,,,-17.9,,14.4
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2929,,human,,,,-18.5,,13.2
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2928,,human,,,,-18.9,,11.6
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2927,,human,,,,-18.6,,13.3
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2926,,human,,,,-18.7,,12.6
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2925,,human,,,,-18.5,,12.9
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2924,,human,,,,-18.3,,13.5
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2923,,human,,,,-18.3,,13.4
Maitan,A - SEMI-ARID STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2922,,human,,,,-19.6,,12.1
Oi-Dzhailau,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-3115,,human,,,,-18.3,,13.3
Oi-Dzhailau,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2964,,human,,,,-14.6,,13.3
Oi-Dzhailau,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2548,,human,,,,-17,,14.1
Oi-Dzhailau,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2547,,human,,,,-16,,13.6
Oi-Dzhailau,E - ARID/MOUNTAIN STEPPE,,BRONZE AGE,PSUAMS-2492,,human,,,,-17.1,,14.5
Satan,A - SEMI-ARID STEPPE,,BRONZE AGE,PSUAMS-2981,,human,,,,-18.3,,13.4
Taldysai,A - SEMI-ARID STEPPE,,BRONZE AGE,PSUAMS-2614,474,human,,,,-19.1,,12.3
Zevakinskiy ,D - MOUNTAIN/FOREST STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2502,,human,,,,-21.6,,14.8
Zevakinskiy ,D - MOUNTAIN/FOREST STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2079,,human,,,,-18.2,,12.9
Zevakinskiy ,D - MOUNTAIN/FOREST STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2540,,human,,,,-15.7,,13.5
Zevakinskiy ,D - MOUNTAIN/FOREST STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2507,,human,,,,-19.1,,14
Zevakinskiy ,D - MOUNTAIN/FOREST STEPPE,NOMADIC?,BRONZE AGE,PSUAMS-2506,,human,,,,-16.5,,13.1
Zevakinskiy ,D - MOUNTAIN/FOREST STEPPE,NOMADIC?,IRON AGE,PSUAMS-2080,,human,,,,-12.8,,10.7
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS575,,human,,,,-18.9,,11.2
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS566,,human,,,,-18.7,,11.9
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS558,,human,,,,-18.3,,14
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS550,,human,,,,-19.4,,12
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS547,,human,,,,-19.3,,12.1
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS545,,human,,,,-18.7,,11.5
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS542,,human,,,,-19,,11.1
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS540,,human,,,,-17.6,,14.1
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS538,,human,,,,-19.2,,11.1
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS534,,human,,,,-19,,9.5
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS532,,human,,,,-19.5,,11
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS531,,human,,,,-18.6,,12.5
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS523,,human,,,,-18.8,,12.6
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS520,,human,,,,-19.2,,11.3
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS518,,human,,,,-18.8,,12
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS515,,human,,,,-19.6,,11.3
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS513,,human,,,,-19.4,,12.2
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS512,,human,,,,-19.4,,11.4
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS508,,human,,,,-19.2,,11.1
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BS507,,human,,,,-19.2,,11.6
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B3501,,human,,,,-19.4,,11.6
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3184,,human,,,,-18.7,,11.9
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3178,,human,,,,-19.7,,10
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3173,,human,,,,-18.8,,12
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3170,,human,,,,-19.1,,12
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3168,,human,,,,-19,,11.7
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3167,,human,,,,-18.3,,12.2
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3165,,human,,,,-18.8,,11.3
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3161,,human,,,,-18.6,,10.9
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3160,,human,,,,-18.5,,12.5
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3155,,human,,,,-17.6,,13.1
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3150,,human,,,,-19,,11.9
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3142,,human,,,,-19,,11.3
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3139,,human,,,,-19,,12.5
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3137,,human,,,,-17.5,,14.4
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3130,,human,,,,-18.9,,12.82
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3112,,human,,,,-18.8,,13.5
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3110,,human,,,,-19.3,,11.2
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3105,,human,,,,-19,,12
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3102,,human,,,,-18.7,,12.4
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3093,,human,,,,-19.4,,11.5
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3081,,human,,,,-18.9,,12.1
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3071,,human,,,,-18.6,,13.9
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3070,,human,,,,-18.7,,12.1
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3036,,human,,,,-18.6,,12
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3016,,human,,,,-18.9,,9.9
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3013,,human,,,,-18.9,,12.5
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3004,,human,,,,-19,,11.6
